name,pop,lat,lon
Carbondale ,26389,37.7274692,-89.216655
Garner ,26355,35.7112642,-78.6141709
Batavia ,26329,41.8500284,-88.3125738
Horn Lake ,26325,34.9480415,-90.05203772
Wooster ,26318,40.8050565,-81.935143
Carlsbad ,26295,33.1580933,-117.3505939
Kingsville ,26259,27.5158689,-97.856109
Mount Pleasant ,26128,32.7940651,-79.8625851
Paradise ,26090,39.7596061,-121.6219177
Greer ,26074,34.9326334,-99.5435856
Rexburg ,26068,43.8235163,-111.7870222
West Memphis ,25999,35.1464797,-90.1845388
Xenia ,25970,39.6847822,-83.9296526
Pearl ,25965,32.311161,-90.0589319
Seguin ,25883,29.5688411,-97.9647269
Wasco ,25863,35.5941238,-119.3409457
Weatherford ,25838,32.764654,-97.68189586
Sahuarita ,25825,31.9575818,-110.955646
Greenville ,25797,34.851354,-82.3984882
South Pasadena ,25787,34.1133062,-118.1478291
Holly Springs ,25777,35.6512655,-78.8336218
Sandusky ,25737,41.4489397,-82.7079605
Clinton ,25693,38.5896187,-89.420064
Hazelwood ,25671,38.7714396,-90.3709489
Lemon Grove ,25643,32.7425516,-117.0314172
Fredericksburg ,25641,38.3031837,-77.4605399
Wyandotte ,25631,39.1090458,-94.767624
Cornelius ,25599,35.4868032,-80.8600736
Neenah ,25581,44.1858193,-88.462609
Owatonna ,25563,44.0839937,-93.2261076
Fitchburg ,25546,42.5834228,-71.8022956
Belvidere ,25546,42.2583112,-88.8416157
Zanesville ,25507,39.9403453,-82.0131924
Burlington ,25494,44.4723989,-73.2114941
Melrose Park village,25480,45.4542879,-98.5121572
Laurel ,25474,39.0992752,-76.8483061
Freeport ,25432,42.2966861,-89.6212271
Shoreview ,25412,45.0722056,-93.1282878
West Linn ,25411,45.3656761,-122.6123141
Twentynine Palms ,25405,34.1356915,-116.0543506
Asheboro ,25389,35.7079146,-79.8136446
Collinsville ,25350,38.6703267,-89.9845476
Harvey ,25336,38.0352315,-97.4486267
Troy ,25323,42.6055893,-83.1499304
Brawley ,25284,32.9786566,-115.530267
Hazleton ,25266,40.9646867,-75.9852789
Rockledge ,25252,40.0812219,-75.0896176
Bridgeton ,25225,39.427337,-75.2340768
Independence ,25222,37.2242358,-95.7083131
Riverside ,25176,33.9533546,-117.3961623
Inkster ,25173,42.2942045,-83.3099303
Temple Terrace ,25172,28.0352964,-82.3892596
Ridgewood village,25167,32.586246,-85.5235613
Paducah ,25125,37.0833893,-88.6000478
Homewood ,25071,33.4717732,-86.8008228
South Portland ,25043,43.6414716,-70.2408811
Lockport ,25015,43.1706125,-78.6903133
Fort Dodge ,25005,42.4974694,-94.1680158
Ponca City ,24972,36.7267431,-97.0667341
Parkland ,24952,26.3100794,-80.23727
Elmwood Park village,24940,42.2628864,-71.0350094
Woodstock ,24938,42.0409247,-74.1181971
Key West ,24897,38.0573603,-78.4408438
Emporia ,24897,38.4040054,-96.181623
Ottumwa ,24873,41.0200145,-92.4112963
Syracuse ,24860,43.0481221,-76.1474244
Salem ,24854,44.9391565,-123.033121
Lafayette ,24831,30.2240897,-92.0198427
Statesville ,24808,35.7826363,-80.8872959
Austin ,24800,30.2711286,-97.7436995
Alvin ,24749,29.4238472,-95.2441009
Reedley ,24709,36.5969275,-119.45027
Ardmore ,24706,40.004128,-75.28830051
Caledonia village,24685,33.6828918,-88.3244812
Marshall ,24653,35.9089643,-92.6312746
Madison ,24593,43.074761,-89.3837613
North Platte ,24575,41.1238873,-100.7654232
Woodstock ,24556,42.0409247,-74.1181971
Grandview ,24542,46.2509653,-119.9017049
Lemoore ,24523,36.3007835,-119.7829107
Sanger ,24506,36.708006,-119.5559652
New Lenox village,24495,41.4834231,-87.9570705
Carrollton ,24461,33.5801103,-85.0766113
Balch Springs ,24402,32.7287413,-96.6227714
Trotwood ,24381,39.7972788,-84.3113334
Hercules ,24368,38.0171441,-122.2885808
Seal Beach ,24363,33.741176,-118.1046356
Lafayette ,24320,30.2240897,-92.0198427
Zion ,24317,42.4461322,-87.8328505
Homer Glen village,24307,41.6292066,-87.9243315
Cabot ,24285,34.979881,-92.01919814
Athens ,24274,33.9595974,-83.376678
Muskego ,24263,42.905848,-88.1389779
Edwardsville ,24249,38.8114364,-89.953157
Starkville ,24184,33.45936245,-88.82985418
Rolling Meadows ,24178,42.0841936,-88.0131275
Ridgeland ,24150,32.4284761,-90.1323087
Galt ,24120,38.3012325,-121.3310371
White Bear Lake ,24114,45.0838098,-93.0069304
Woodburn ,24077,45.143731,-122.8553725
De Pere ,24062,44.4487476,-88.0601086
Staunton ,24058,38.14935,-79.0716456
Corsicana ,24025,32.091299,-96.4646821
Corcoran ,24021,36.1126365,-119.5464404
South Salt Lake ,24010,40.7075209,-111.8880295
Centerville ,23976,31.2579584,-95.978292
Chaska ,23974,44.7894072,-93.6021791
Junction City ,23968,39.0286093,-96.8313978
Cudahy ,23964,42.959738,-87.861471
Loves Park ,23903,42.3200189,-89.0581621
Herndon ,23889,38.9695316,-77.3859479
El Cerrito ,23866,33.8410146,-117.5207977
Ramsey ,23864,45.0165728,-93.0949501
Norton Shores ,23836,43.1689044,-86.2639461
Romulus ,23823,42.2222614,-83.3965995
Franklin ,23817,37.9765409,-88.9335327
Calabasas ,23809,34.1446643,-118.6440973
Muscatine ,23800,41.424473,-91.0432051
Watauga ,23792,36.2228105,-81.6863808
Cliffside Park borough,23790,40.8214894,-73.9876388
Blue Island ,23789,41.65530805,-87.67759047
Peekskill ,23758,41.289811,-73.9204922
Northport ,23747,40.9038855,-73.34199127
Walker ,23740,34.7418605,-85.3209686
Zionsville ,23701,39.9508733,-86.261937
Coronado ,23637,32.6858854,-117.1830891
Vicksburg ,23566,32.3528418,-90.8777342
Columbus ,23554,39.9622601,-83.0007065
Tarpon Springs ,23544,28.1477885,-82.77740857
Griffin ,23538,33.2467807,-84.2640904
Loma Linda ,23534,34.0537971,-117.2610925
Mauldin ,23520,34.77873,-82.310119
South Plainfield borough,23519,40.5792701,-74.4115401
Chanhassen ,23504,44.8618403,-93.5307207
Champlin ,23478,45.1888539,-93.3974538
East Peoria ,23466,40.666149,-89.5800978
Duncan ,23460,48.7786869,-123.7080394
Selma ,23454,32.4073589,-87.0211007
Faribault ,23435,44.2949637,-93.268827
Maple Valley ,23432,47.3664231,-122.0437127
Machesney Park village,23426,42.3477961,-89.0570515
University Park ,23421,40.8005307,-77.8624447
Keene ,23416,42.933597,-72.2784264
Mint Hill ,23395,35.1795892,-80.6472904
Greenbelt ,23362,39.0045544,-76.8755282
Rock Springs ,23358,41.5869225,-109.2047867
Herriman ,23355,40.5140894,-112.0328198
Colleyville ,23344,32.8809603,-97.155012
Greenwood ,23339,37.8709542,-96.2471338
Mercer Island ,23334,47.5766324,-122.2276378
Prior Lake ,23331,44.7133271,-93.4226873
Kernersville ,23308,36.1198589,-80.0736533
Elk River ,23258,45.3038538,-93.5671825
Searcy ,23249,35.2506406,-91.7362488
Mequon ,23241,43.2219088,-87.9822969
Belton ,23198,31.0560132,-97.464453
Bainbridge Island ,23197,47.65526,-122.5350862
Riverbank ,23146,37.7360396,-120.9354895
Radcliff ,23029,37.8403456,-85.9491298
Laguna Beach ,23019,33.5420888,-117.7834147
New Castle ,23001,41.0036719,-80.3470091
Auburn ,22955,32.5978265,-85.56335486
Maple Heights ,22952,41.4153313,-81.565956
Webster Groves ,22947,38.586494,-90.35577503
Barstow ,22946,34.8957684,-117.0172077
Anniston ,22908,33.695381,-85.83984218
Van Buren ,22855,35.6793776,-85.4450289
Athens ,22812,33.9595974,-83.376678
Fairfax ,22792,38.8462236,-77.3063733
Avon Lake ,22781,41.5053178,-82.0282001
Fountain Hills ,22741,33.6117105,-111.7173613
New Smyrna Beach ,22676,29.0258191,-80.9269984
Dinuba ,22654,36.5432837,-119.3870656
Denison ,22605,33.8062305,-96.62387757
Marysville ,22554,39.1457247,-121.5913516
Prichard ,22531,30.7387998,-88.0788889
Hopewell ,22506,37.287745,-77.29442569
McDonough ,22442,40.4376858,-90.6780272
Kerrville ,22415,30.0474332,-99.1403189
Hialeah Gardens ,22391,25.8906705,-80.36417286
Newberg ,22387,45.300596,-122.9725418
Gallup ,22371,35.5283573,-108.7439489
Columbus ,22370,39.9622601,-83.0007065
Crystal ,22357,45.0375868,-93.3593224
Pascagoula ,22326,30.3622625,-88.54864836
Willoughby ,22318,38.0131955,-78.4955676
Hamtramck ,22303,42.3928151,-83.0496438
Daphne ,22296,30.6035255,-87.9036047
Hudson ,22265,40.7322695,-74.07663
Plainview ,22262,34.1847936,-101.7068417
Brookings ,22244,44.3114605,-96.7984397
Oak Harbor ,22237,48.2931559,-122.6432245
Rosemount ,22220,44.7391873,-93.12611
Darien ,22209,41.0787079,-73.4692873
Bloomingdale village,22185,43.5095128,-80.4624378
Alliance ,22184,40.9153362,-81.1059309
South Elgin village,22138,41.985228,-88.3070479
South Euclid ,22124,41.5231076,-81.5184553
Sebastian ,22067,35.1770785,-94.2654285
North Plainfield borough,22063,40.6301025,-74.4273743
Brownsburg ,22045,39.8433769,-86.3977736
Ruston ,22044,32.5232053,-92.637927
Park Forest village,22022,40.8043195,-77.911844
Charleston ,21940,32.7876012,-79.9402728
Millbrae ,21873,37.5985468,-122.3871942
Clarksville ,21865,38.2967791,-85.7602087
Chillicothe ,21855,39.3331197,-82.9824019
Port Hueneme ,21750,34.1593425,-119.2025505
Pelham ,21745,42.734534,-71.3245067
North Augusta ,21706,33.5018026,-81.9651153
Lumberton ,21705,34.6183433,-79.0083993
Wadsworth ,21695,41.0256101,-81.7298519
New Brighton ,21694,45.0628999,-93.2060969
Kinston ,21667,35.2626635,-77.5816353
Ashland ,21665,38.4784144,-82.6379387
Prairie Village ,21654,38.9914109,-94.6332768
Summit ,21637,39.6070951,-106.0636654
Benbrook ,21619,32.673188,-97.4605759
Del City ,21582,35.442007,-97.4408709
Avon ,21576,39.6329025,-106.4711837
Forest Grove ,21569,45.5197452,-123.1114405
Bixby ,21521,35.9420431,-95.8833235
Cibolo ,21516,29.561618,-98.2269553
Auburn Hills ,21510,42.6647495,-83.23093751
Jacksonville Beach ,21509,30.2946859,-81.3931396
Duarte ,21480,34.1394513,-117.9772873
Farmington ,21472,36.7304288,-108.2089191
Sunny Isles Beach ,21458,25.939003,-80.12553377
Crestview ,21439,30.7621326,-86.5705084
Marquette ,21412,46.5434914,-87.396433
South Lake Tahoe ,21377,38.929125,-119.9878464
East Moline ,21374,41.5008673,-90.4442979
Sedalia ,21365,38.7044609,-93.2282613
Biddeford ,21307,43.4925843,-70.4533844
South Milwaukee ,21185,42.9105722,-87.8606367
Christiansburg ,21179,37.1298517,-80.4089389
Ferguson ,21159,38.7442175,-90.3053915
Klamath Falls ,21137,42.224867,-121.7816704
East Ridge ,21130,35.0142412,-85.2519003
Waynesboro ,21094,38.065698,-78.90552129
Sachse ,21087,32.9762327,-96.5952703
Adrian ,21064,41.8975471,-84.0371659
Lockport ,21028,43.1706125,-78.6903133
Perrysburg ,20984,41.556996,-83.627157
Kenmore ,20960,47.7573202,-122.2440148
Yucca Valley ,20952,34.14154,-116.4136543
Moses Lake ,20929,47.1301417,-119.2780771
Oakdale ,20910,44.9630216,-92.9649361
Crest Hill ,20865,41.5697655,-88.10681127
Sanford ,20844,35.4798757,-79.1802994
Havelock ,20842,34.9018815,-76.92093747
Farragut ,20822,35.8845238,-84.1535261
Greenfield ,20801,42.5877962,-72.6006199
Haines City ,20800,28.1124785,-81.63119745
Hays ,20788,38.8791783,-99.3267702
Liberal ,20782,37.0430812,-100.920999
Johns ,20755,33.361779,-87.1097179
Acworth ,20746,34.0659329,-84.6768796
Edgewater ,20740,40.8270448,-73.975694
Cumberland ,20720,39.2744299,-88.2423795
Clinton ,20690,38.5896187,-89.420064
Monroe ,20618,38.2722313,-90.1792484
Leesburg ,20591,39.1026092,-77.55901065
Piqua ,20581,40.1447732,-84.2424449
Golden Valley ,20580,46.3040364,-109.1714312
Northfield ,20579,44.4582041,-93.161159
New Hope ,20569,45.0380201,-93.3866185
Parma Heights ,20557,41.3900518,-81.7595769
Selma ,20533,32.4073589,-87.0211007
Lino Lakes ,20530,45.1602442,-93.0888324
Ashland ,20529,38.4784144,-82.6379387
Agoura Hills ,20523,34.1363945,-118.7745348
Sweetwater ,20523,32.4709519,-100.4059384
Shelbyville ,20505,38.2120144,-85.2235666
Pleasantville ,20459,41.1328736,-73.7926335
Kiryas Joel village,20437,41.3157842,-74.1362891
Mountain Brook ,20432,33.5009384,-86.7522107
Eagle ,20432,39.6161124,-106.7172844
Mukilteo ,20426,47.9474034,-122.3036992
Lomita ,20420,33.7924421,-118.3144385
Milwaukie ,20391,45.4453901,-122.6392889
Saginaw ,20385,43.4200387,-83.9490365
South St. Paul ,20365,44.8938832,-93.0368359
Sulphur ,20336,30.2365943,-93.3773783
Chambersburg borough,20336,39.9405903,-77.6598624
Oregon ,20330,43.9792797,-120.737257
Sapulpa ,20329,36.0005035,-96.1049612
Ashland ,20314,38.4784144,-82.6379387
West Mifflin borough,20307,40.3634026,-79.8664375
Pittsburg ,20273,38.0187757,-121.8850836
South El Monte ,20263,34.0519548,-118.0467339
Kalispell ,20257,48.2022563,-114.3167117
Shelby ,20253,39.3665064,-88.7886278
Blythe ,20250,33.5602861,-114.9120725
Corinth ,20235,34.943392,-88.51732382
Gardner ,20198,42.5750883,-71.998133
Miamisburg ,20177,39.6428362,-84.2866083
Trussville ,20117,33.6196266,-86.6084342
Easley ,20097,34.8269276,-82.5817053
Rocky River ,20078,41.4756031,-81.8393034
Papillion ,20061,41.1544433,-96.0422378
Hammond ,20057,41.5833658,-87.500043
Union City ,20036,37.5963232,-122.0816297
Ferndale ,20008,40.5762406,-124.2639442
Mountlake Terrace ,20004,47.7909667,-122.3066395
Washington ,19974,38.8949549,-77.0366456
Gardner ,19952,42.5750883,-71.998133
Pooler ,19934,32.1158983,-81.2495131
Marina ,19920,36.6900785,-121.8006397
Carrboro ,19916,35.9101438,-79.0752895
Evergreen Park village,19908,45.9702308,-92.9499272
Madisonville ,19886,37.3280037,-87.4986989
American Canyon ,19874,38.223457,-122.227043
Palisades Park borough,19831,40.8481556,-73.997639
Pleasant Prairie village,19825,42.5383281,-87.8576253
Altus ,19809,34.6381255,-99.3339754
Plattsburgh ,19807,44.6928101,-73.4555973
Baldwin borough,19794,33.0508354,-83.2398518
Cartersville ,19775,34.180725,-84.75290814
Ypsilanti ,19752,42.2411499,-83.6129939
German village,19723,39.9497281,-82.9953145
Fort Walton Beach ,19713,30.4057552,-86.618842
McKeesport ,19713,40.3478472,-79.864215
Rolla ,19707,37.9513575,-91.771792
Arvin ,19699,35.209129,-118.828431
Golden ,19643,39.755543,-105.2210997
Weirton ,19637,40.4189566,-80.5895167
Willmar ,19633,45.1219075,-95.0433424
Decatur ,19631,39.8628075,-88.89387182
Hermosa Beach ,19625,33.86428,-118.39591
Painesville ,19600,41.7244885,-81.245657
West St. Paul ,19590,44.9160768,-93.1016074
Elmwood Park borough,19586,41.9205931,-87.8160169
Wilsonville ,19585,45.3099218,-122.7681602
Columbia Heights ,19551,45.0460458,-93.2517802
Morrisville ,19545,35.823483,-78.8255621
Jacksonville ,19452,30.3321838,-81.655651
Central Falls ,19445,41.8906553,-71.3922785
Nixa ,19399,37.0433863,-93.294353
Tukwila ,19381,47.4627356,-122.2559156
Homewood village,19380,38.5147358,-95.3788661
Raymore ,19361,38.801953,-94.4527294
Lake Forest ,19352,42.2586342,-87.840625
Cortland ,19334,42.5842136,-76.0704906
Broadview Heights ,19313,41.3139426,-81.6851271
Farmington ,19311,36.7304288,-108.2089191
Alice ,19273,27.7522487,-98.0697249
DeBary ,19267,28.878972,-81.32257382
Warrensburg ,19267,38.7627893,-93.7360498
Windsor ,19237,42.3032758,-83.0285111
Macomb ,19232,40.4588774,-90.6709794
Bethany ,19224,38.0984033,-85.8721856
Ansonia ,19201,41.3435185,-73.07101961
Fernley ,19177,39.5483805,-119.2144685
Sugar Hill ,19176,44.215341,-71.7995321
Niles ,19167,42.0289319,-87.8122348
Coralville ,19164,41.6764044,-91.5804475
Fuquay-Varina ,19146,35.5843235,-78.8000128
Newton ,19144,42.3370414,-71.2092214
Brownwood ,19142,31.733789,-98.98583773
Bellwood village,19119,36.134891,-79.8063459
Shelbyville ,19110,38.2120144,-85.2235666
Norwood ,19105,45.0696839,-89.04196248
Port Angeles ,19097,48.118146,-123.4307413
Matteson village,19087,41.9411599,-85.1905307
Evans ,19072,32.1613648,-81.8980725
Converse ,19072,43.0202459,-105.5046207
Brook Park ,19071,41.3983838,-81.8045788
Saratoga Springs ,19043,43.0831301,-73.7845651
Mayfield Heights ,19039,41.5192189,-81.457896
Brookfield village,19016,40.00684365,-83.16311091
Ashtabula ,19011,41.7167229,-80.74947
Montrose ,19010,38.478504,-107.8777769
Marshfield ,18997,44.6688524,-90.1717987
Lexington ,18968,38.0464066,-84.4970393
Sand Springs ,18958,36.1398102,-96.1088911
Hawthorne borough,18926,33.9113109,-118.3477942
Chowchilla ,18923,37.0973625,-120.1561403
Belton ,18921,31.0560132,-97.464453
Sylvania ,18914,38.1570143,-85.8741308
Mokena village,18908,25.809964,-80.2741109
Angleton ,18897,29.16941,-95.4318847
Universal City ,18894,34.1412926,-118.3584364
Dickinson ,18838,38.8790615,-97.1893341
Pinecrest village,18811,35.8903758,-78.72545389
Alamo ,18797,37.8502033,-122.032184
Simpsonville ,18788,34.7370639,-82.2542834
Lathrop ,18783,37.8227046,-121.27661
West Chester borough,18781,39.9597213,-75.6059638
Albany ,18767,42.6511674,-73.754968
El Dorado ,18753,38.7574137,-120.5276129
Montgomery village,18753,39.1767734,-77.1952597
Erie ,18752,42.129461,-80.085239
Claremore ,18752,36.3125897,-95.6158701
Payson ,18749,34.2308684,-111.3251355
Fairmont ,18748,39.4850848,-80.1425781
Twinsburg ,18743,41.3125552,-81.4401129
Glassboro borough,18737,39.7027677,-75.1119434
West Melbourne ,18729,28.069295,-80.65523634
Trenton ,18728,40.2170575,-74.7429463
Murphy ,18724,35.0875836,-84.0346315
Snellville ,18692,33.857328,-84.0199108
Forest Lake ,18687,45.2788444,-92.985312
Orange ,18676,33.7500378,-117.8704931
Ottawa ,18669,45.4210328,-75.6900219
Mandan ,18669,46.8264369,-100.8896545
Lynn Haven ,18663,30.2454776,-85.648261
Forest Park ,18662,45.55947275,-122.7561254
Tullahoma ,18653,35.3620235,-86.2094342
Eustis ,18645,45.2172755,-70.4784009
Forest Park ,18641,45.55947275,-122.7561254
Louisville ,18631,38.2542376,-85.759407
Saco ,18625,43.5009176,-70.4428286
Lexington ,18619,38.0464066,-84.4970393
Gautier ,18603,30.385755,-88.6116855
Dickinson ,18581,38.8790615,-97.1893341
Pickerington ,18575,39.8842304,-82.7535049
Laurel ,18560,39.0992752,-76.8483061
Pinole ,18548,38.0043667,-122.2988587
Steubenville ,18544,40.3697905,-80.6339638
Sherwood ,18539,34.8150907,-92.2243153
Thomasville ,18535,35.8826369,-80.0819879
McAlester ,18530,34.9334981,-95.7697934
Natchitoches ,18527,31.6464192,-93.1427138
Elko ,18522,40.8324212,-115.7631233
Eastlake ,18517,47.6431448,-122.326172
Ellensburg ,18490,46.9970635,-120.5451223
Dixon ,18489,41.842224,-89.4815485
Bensenville village,18436,41.9605851,-87.9497884
Mill Creek ,18430,47.8577455,-122.2210628
Morris ,18428,38.6908906,-96.6707526
Mattoon ,18421,39.4842821,-88.3773279
Point Pleasant borough,18419,40.0831714,-74.0681931
Stillwater ,18386,36.1156306,-97.0585717
Franklin Park village,18379,39.0381648,-77.0930339
Seymour ,18348,38.9592201,-85.8902547
Hanahan ,18347,32.9138914,-80.0088359
Round Lake village,18343,43.0478485,-75.97503914
Elizabeth City ,18337,36.2956836,-76.2247697
Wisconsin Rapids ,18309,44.3835763,-89.8173466
Cudahy ,18300,42.959738,-87.861471
Winchester ,18290,39.1857762,-78.1631434
Deerfield village,18264,39.3276157,-84.32848757
Dover ,18261,39.158168,-75.5243682
Horizon City ,18244,31.6926121,-106.2074793
Logansport ,18242,40.7544843,-86.3566659
Murray ,18235,34.4935341,-97.0475803
Troy ,18232,42.6055893,-83.1499304
Rutherford borough,18224,40.833989,-74.0970865
Erlanger ,18208,39.0167275,-84.6007773
Bryant ,18160,44.9307208,-93.2681007
South Burlington ,18142,44.4669941,-73.1709604
Orinda ,18135,37.8771476,-122.1796888
Oswego ,18134,41.6828074,-88.3514596
Ozark ,18130,36.6467816,-92.4575198
Lenoir ,18076,35.9140196,-81.5389849
Lackawanna ,18075,41.4406084,-75.6260271
Coalinga ,18065,36.161906,-120.2946929
Arlington ,18065,32.7355816,-97.1071186
Milledgeville ,18055,33.0801429,-83.2320991
Brigham City ,18051,41.5103717,-112.0155619
Stephenville ,18048,32.2207307,-98.2026165
Mustang ,18043,35.384227,-97.7244813
Onalaska ,18028,43.8830606,-91.2343539
Johnston ,18024,34.31888,-96.6752298
New Castle ,18017,41.0036719,-80.3470091
Pampa ,18015,35.5361559,-100.9598709
Howard village,17990,39.2065447,-76.9429182
Godfrey village,17973,38.9422698,-90.1845541
Albert Lea ,17962,43.6480127,-93.3682656
Covington ,17954,39.0837489,-84.5086221
Frankfort village,17945,37.9000495,-88.9022902
Tiffin ,17929,41.114485,-83.1779537
Tinton Falls borough,17906,40.2890734,-74.0927967
Hyattsville ,17890,38.95325,-76.9408522
Battle Ground ,17888,45.7813532,-122.5337433
Hannibal ,17879,39.7083789,-91.3584816
Creve Coeur ,17834,38.6608855,-90.4226181
Winthrop Town ,17815,42.6601608,-70.87207997
Hutto ,17808,30.5392255,-97.55306755
Hopkins ,17796,44.9271194,-93.4074945
Gretna ,17780,36.9528412,-79.3602341
Tumwater ,17761,47.0077652,-122.9110785
Clarksdale ,17757,34.194945,-90.57478338
Conway ,17751,35.0886963,-92.4421011
Arcata ,17727,40.8665166,-124.0828396
Bonney Lake ,17720,47.1870191,-122.1702293
Beckley ,17700,37.7781702,-81.1881557
East Cleveland ,17681,41.5331066,-81.5790137
Belle Glade ,17647,26.68837015,-80.67212577
Jenks ,17637,36.0228734,-95.9683278
Boone ,17605,42.321246,-88.8235511
Bay City ,17602,28.982941,-95.96336143
St. Matthews ,17591,38.24988,-85.63574226
Greenfield Town ,17584,43.1036852,-73.8640118
Lindenwold borough,17572,39.81812,-74.97996212
Douglas ,17562,39.7628415,-88.2170516
Newburyport ,17556,42.8125913,-70.8772751
Palos Hills ,17552,41.6966992,-87.8169984
Westbrook ,17551,43.6770252,-70.3711617
Tallmadge ,17540,41.1014865,-81.4418151
North Ogden ,17530,41.3071354,-111.9601986
Kirksville ,17521,40.1947539,-92.5832496
Sheridan ,17500,39.3530598,-100.4576457
Springboro ,17498,39.5522815,-84.2332718
Bartow ,17489,34.2394683,-84.8406984
Rancho Mirage ,17487,33.763346,-116.4228596
Maumelle ,17478,34.8667565,-92.4043219
Wayne ,17459,38.4251958,-88.4197678
Menasha ,17449,44.2022293,-88.4465361
Ocean Springs ,17439,30.4112904,-88.8279165
Sycamore ,17427,41.9889173,-88.6867538
Monroe ,17398,38.2722313,-90.1792484
North Canton ,17384,40.875891,-81.4023356
Huntington ,17382,38.4192496,-82.445154
Colonial Heights ,17369,37.2535906,-77.4012463
Martinsburg ,17360,39.4560761,-77.9637713
Williston ,17360,48.1476108,-103.6181384
Shafter ,17347,35.4698255,-119.2853651
Scarsdale village,17345,29.8663171,-89.9436791
Arroyo Grande ,17337,35.1185869,-120.5907252
Susanville ,17290,40.4162842,-120.6530063
Central Point ,17283,37.9890245,-77.1321968
New Philadelphia ,17278,40.4897871,-81.4456706
Secaucus ,17270,40.7899291,-74.0566735
Yorkville ,17253,43.6713861,-79.3901677
Takoma Park ,17200,38.9778882,-77.0074765
Bellaire ,17189,29.7057858,-95.4588299
South Houston ,17180,29.663008,-95.2354902
Poplar Bluff ,17159,36.7569994,-90.3928881
Anoka ,17155,45.1977428,-93.3871758
Seminole ,17137,30.951849,-84.8789094
Cocoa ,17130,28.3821505,-80.775798
Helena ,17120,46.5927122,-112.036109
Eloy ,17112,32.7557002,-111.5550419
Mount Vernon ,17106,38.3172715,-88.9031201
Massapequa Park village,17104,40.6786111,-73.4538889
Defiance ,17072,41.3203058,-84.5084835
Fairview Heights ,17059,38.5889386,-89.990382
Dyersburg ,17032,36.0345159,-89.3856281
Hermiston ,17004,45.8404101,-119.2894605
Ada ,17000,38.8398935,-83.5051704
Hinsdale village,16988,42.1678436,-78.3872408
Norwalk ,16975,41.1175966,-73.4078968
Durango ,16941,24.833333,-104.833333
La Vista ,16924,41.1832679,-96.0324044
Center Point ,16924,33.6456583,-86.6836001
Morganton ,16894,35.7454376,-81.6870994
Mineral Wells ,16890,32.8084605,-98.1128223
Safety Harbor ,16889,28.013675,-82.696543
Radford ,16824,37.1317924,-80.5764477
Tifton ,16818,31.4504629,-83.5084973
Pendleton ,16814,45.672075,-118.7885967
Griffith ,16810,41.534507,-87.4255305
Farmington ,16796,36.7304288,-108.2089191
Culpeper ,16787,38.4912207,-77.9618216
Westchester village,16768,25.74747875,-80.33572451
El Segundo ,16764,33.911731,-118.3836804
Centralia ,16755,38.5250491,-89.1334037
Southbridge Town ,16741,33.4990438,-111.9283291
Canby ,16736,45.2628986,-122.6925923
Clayton ,16730,33.5204959,-84.3591713
North Salt Lake ,16699,40.8485564,-111.9068824
Opelousas ,16690,30.5335302,-92.081509
Fairview Park ,16689,41.442339,-81.85930266
Americus ,16682,32.0723862,-84.2326876
Marco Island ,16666,25.9356875,-81.6948967
Punta Gorda ,16640,26.9297836,-82.0453664
Fremont ,16633,37.5482697,-121.9885719
South Ogden ,16625,41.1918934,-111.9713429
Artesia ,16616,33.8690197,-118.0796195
Country Club Hills ,16602,41.5680898,-87.7203257
St. Michael ,16599,45.2099564,-93.6650608
Greenfield ,16576,42.5877962,-72.6006199
Santa Fe Springs ,16553,33.9482434,-118.0676103
Springfield ,16544,39.7989763,-89.6443688
Clarksburg ,16540,39.2806451,-80.3445341
Phoenixville borough,16494,40.1303822,-75.5149128
Red Wing ,16475,44.5624676,-92.5338013
Hazel Park ,16471,42.4620142,-83.1035688
New Milford borough,16470,41.5867418,-73.41176528
Easton ,16427,40.6916081,-75.2099866
White Settlement ,16409,32.7595737,-97.4583538
Dyer ,16400,41.4942021,-87.5217068
Danville ,16361,40.125222,-87.6304614
Frankfort ,16334,38.2009055,-84.8732836
Hibbing ,16329,47.4271546,-92.9376887
Moraga ,16324,37.8347106,-122.1295596
Lansdale borough,16313,40.2414952,-75.2837862
Prospect Heights ,16313,42.0953049,-87.9375694
Mount Clemens ,16311,42.5972563,-82.8779754
Sikeston ,16306,36.876719,-89.5878579
Beaver Dam ,16296,43.4577692,-88.837329
Hermitage ,16293,37.9414217,-93.3163093
Fort Thomas ,16285,39.0786242,-84.4483432
Laguna Woods ,16236,33.6106076,-117.7249722
Durant ,16232,33.9939861,-96.370824
Troutdale ,16220,36.702192,-81.44152411
Fayetteville ,16191,36.111508,-94.20986672
Cohoes ,16177,42.7742446,-73.7001187
Truckee ,16171,39.327962,-120.1832533
Streetsboro ,16159,41.2392227,-81.3459405
Goodlettsville ,16159,36.3231067,-86.7133302
Sartell ,16151,45.6216319,-94.2069365
Menomonie ,16146,44.8755183,-91.9193422
Talladega ,16087,33.4359416,-86.1058048
Chickasha ,16084,35.052565,-97.9364326
South River borough,16071,40.446495,-74.3859831
Crawfordsville ,16038,40.0401991,-86.8990249
Overland ,16036,38.7011626,-90.3623381
Tahlequah ,16032,35.91537,-94.969956
Groves ,16030,29.9482695,-93.9171155
Shorewood village,16029,41.4047742,-83.0882516
Brenham ,16022,30.1668828,-96.3977442
Donna ,16017,26.1702082,-98.0522376
Sunnyside ,16011,46.3246419,-120.0081898
